fiscal_year,source_abs,reference_year,estimate_type,expenditure_table,function_code,function_name,value_rs_million
2024-25,ABS_2024-25,2023-24,RE,current_revenue,03,Public Order and Safety Affairs,253498.0
2024-25,ABS_2024-25,2024-25,BE,current_revenue,03,Public Order and Safety Affairs,283051.0
2024-25,ABS_2024-25,2023-24,BE,current_revenue,04,Economic Affairs,210835.0
2024-25,ABS_2024-25,2023-24,RE,current_revenue,04,Economic Affairs,261642.0
2024-25,ABS_2024-25,2024-25,BE,current_revenue,04,Economic Affairs,357735.0
2024-25,ABS_2024-25,2023-24,BE,current_revenue,05,Environment Protection,1226.0
2024-25,ABS_2024-25,2023-24,RE,current_revenue,05,Environment Protection,1142.0
2024-25,ABS_2024-25,2024-25,BE,current_revenue,05,Environment Protection,7252.0
2024-25,ABS_2024-25,2023-24,BE,current_revenue,06,Housing and Community Amenities,22986.0
2024-25,ABS_2024-25,2023-24,RE,current_revenue,06,Housing and Community Amenities,6414.0
2024-25,ABS_2024-25,2024-25,BE,current_revenue,06,Housing and Community Amenities,27917.0
2024-25,ABS_2024-25,2023-24,BE,current_revenue,07,Health,24210.0
2024-25,ABS_2024-25,2023-24,RE,current_revenue,07,Health,27789.0
2024-25,ABS_2024-25,2024-25,BE,current_revenue,07,Health,28171.0
2024-25,ABS_2024-25,2023-24,BE,current_revenue,08,"Recreation, Culture and Religion",16782.0
2024-25,ABS_2024-25,2023-24,RE,current_revenue,08,"Recreation, Culture and Religion",18252.0
2024-25,ABS_2024-25,2024-25,BE,current_revenue,08,"Recreation, Culture and Religion",18466.0
2024-25,ABS_2024-25,2023-24,BE,current_revenue,09,Education Affairs and Services,97098.0
2024-25,ABS_2024-25,2023-24,RE,current_revenue,09,Education Affairs and Services,103684.0
2024-25,ABS_2024-25,2024-25,BE,current_revenue,09,Education Affairs and Services,103781.0
2024-25,ABS_2024-25,2023-24,BE,current_revenue,10,Social Protection,480309.0
2024-25,ABS_2024-25,2023-24,RE,current_revenue,10,Social Protection,480267.0
2024-25,ABS_2024-25,2024-25,BE,current_revenue,10,Social Protection,607997.0
2024-25,ABS_2024-25,2023-24,BE,current_capital,01,General Public Services,4608359.0
2024-25,ABS_2024-25,2023-24,RE,current_capital,01,General Public Services,2593699.0
2024-25,ABS_2024-25,2024-25,BE,current_capital,01,General Public Services,5168439.0
2024-25,ABS_2024-25,2023-24,BE,current_capital,02,Defence Affairs and Services,0.0
2024-25,ABS_2024-25,2023-24,RE,current_capital,02,Defence Affairs and Services,0.0
2024-25,ABS_2024-25,2024-25,BE,current_capital,02,Defence Affairs and Services,0.0
2024-25,ABS_2024-25,2023-24,BE,current_capital,03,Public Order and Safety Affairs,0.0
2024-25,ABS_2024-25,2023-24,RE,current_capital,03,Public Order and Safety Affairs,0.0
2024-25,ABS_2024-25,2024-25,BE,current_capital,03,Public Order and Safety Affairs,0.0
2024-25,ABS_2024-25,2023-24,BE,current_capital,04,Economic Affairs,0.0
2024-25,ABS_2024-25,2023-24,RE,current_capital,04,Economic Affairs,0.0
2024-25,ABS_2024-25,2024-25,BE,current_capital,04,Economic Affairs,0.0
2024-25,ABS_2024-25,2023-24,BE,current_capital,05,Environment Protection,0.0
2024-25,ABS_2024-25,2023-24,RE,current_capital,05,Environment Protection,0.0
2024-25,ABS_2024-25,2024-25,BE,current_capital,05,Environment Protection,0.0
2024-25,ABS_2024-25,2023-24,BE,current_capital,06,Housing and Community Amenities,0.0
2024-25,ABS_2024-25,2023-24,RE,current_capital,06,Housing and Community Amenities,0.0
2024-25,ABS_2024-25,2024-25,BE,current_capital,06,Housing and Community Amenities,0.0
2024-25,ABS_2024-25,2023-24,BE,current_capital,07,Health,0.0
2024-25,ABS_2024-25,2023-24,RE,current_capital,07,Health,0.0
2024-25,ABS_2024-25,2024-25,BE,current_capital,07,Health,0.0
2024-25,ABS_2024-25,2023-24,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2024-25,ABS_2024-25,2023-24,RE,current_capital,08,"Recreation, Culture and Religion",0.0
2024-25,ABS_2024-25,2024-25,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2024-25,ABS_2024-25,2023-24,BE,current_capital,09,Education Affairs and Services,0.0
2024-25,ABS_2024-25,2023-24,RE,current_capital,09,Education Affairs and Services,0.0
2024-25,ABS_2024-25,2024-25,BE,current_capital,09,Education Affairs and Services,0.0
2024-25,ABS_2024-25,2023-24,BE,current_capital,10,Social Protection,0.0
2024-25,ABS_2024-25,2023-24,RE,current_capital,10,Social Protection,0.0
2024-25,ABS_2024-25,2024-25,BE,current_capital,10,Social Protection,0.0
2024-25,ABS_2024-25,2023-24,BE,dev_revenue,01,General Public Services,308471.0
2024-25,ABS_2024-25,2023-24,RE,dev_revenue,01,General Public Services,261410.0
2024-25,ABS_2024-25,2024-25,BE,dev_revenue,01,General Public Services,496471.0
2024-25,ABS_2024-25,2023-24,BE,dev_revenue,02,Defence Affairs and Services,3467.0
2024-25,ABS_2024-25,2023-24,RE,dev_revenue,02,Defence Affairs and Services,3053.0
2024-25,ABS_2024-25,2024-25,BE,dev_revenue,02,Defence Affairs and Services,6573.0
2024-25,ABS_2024-25,2023-24,BE,dev_revenue,03,Public Order and Safety Affairs,3928.0
2024-25,ABS_2024-25,2023-24,RE,dev_revenue,03,Public Order and Safety Affairs,2621.0
2024-25,ABS_2024-25,2024-25,BE,dev_revenue,03,Public Order and Safety Affairs,3007.0
2024-25,ABS_2024-25,2023-24,BE,dev_revenue,04,Economic Affairs,183399.0
2024-25,ABS_2024-25,2023-24,RE,dev_revenue,04,Economic Affairs,141662.0
2024-25,ABS_2024-25,2024-25,BE,dev_revenue,04,Economic Affairs,305820.0
2024-25,ABS_2024-25,2023-24,BE,dev_revenue,05,Environment Protection,4050.0
2024-25,ABS_2024-25,2023-24,RE,dev_revenue,05,Environment Protection,2750.0
2024-25,ABS_2024-25,2024-25,BE,dev_revenue,05,Environment Protection,6257.0
2024-25,ABS_2024-25,2023-24,BE,dev_revenue,06,Housing and Community Amenities,6504.0
2024-25,ABS_2024-25,2023-24,RE,dev_revenue,06,Housing and Community Amenities,4288.0
2024-25,ABS_2024-25,2024-25,BE,dev_revenue,06,Housing and Community Amenities,7057.0
2024-25,ABS_2024-25,2023-24,BE,dev_revenue,07,Health,13270.0
2024-25,ABS_2024-25,2023-24,RE,dev_revenue,07,Health,13254.0
2024-25,ABS_2024-25,2024-25,BE,dev_revenue,07,Health,28185.0
2024-25,ABS_2024-25,2023-24,BE,dev_revenue,08,"Recreation, Culture and Religion",7881.0
2024-25,ABS_2024-25,2023-24,RE,dev_revenue,08,"Recreation, Culture and Religion",4501.0
2024-25,ABS_2024-25,2024-25,BE,dev_revenue,08,"Recreation, Culture and Religion",4725.0
2024-25,ABS_2024-25,2023-24,BE,dev_revenue,09,Education Affairs and Services,82391.0
2024-25,ABS_2024-25,2023-24,RE,dev_revenue,09,Education Affairs and Services,54542.0
2024-25,ABS_2024-25,2024-25,BE,dev_revenue,09,Education Affairs and Services,87869.0
2024-25,ABS_2024-25,2023-24,BE,dev_revenue,10,Social Protection,18989.0
2024-25,ABS_2024-25,2023-24,RE,dev_revenue,10,Social Protection,564.0
2024-25,ABS_2024-25,2024-25,BE,dev_revenue,10,Social Protection,6594.0
2024-25,ABS_2024-25,2023-24,BE,dev_capital,01,General Public Services,916068.0
2024-25,ABS_2024-25,2023-24,RE,dev_capital,01,General Public Services,908095.0
2024-25,ABS_2024-25,2024-25,BE,dev_capital,01,General Public Services,1022209.0
2024-25,ABS_2024-25,2023-24,BE,dev_capital,02,Defence Affairs and Services,0.0
2024-25,ABS_2024-25,2023-24,RE,dev_capital,02,Defence Affairs and Services,0.0
2024-25,ABS_2024-25,2024-25,BE,dev_capital,02,Defence Affairs and Services,0.0
2024-25,ABS_2024-25,2023-24,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2024-25,ABS_2024-25,2023-24,RE,dev_capital,03,Public Order and Safety Affairs,0.0
2024-25,ABS_2024-25,2024-25,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2024-25,ABS_2024-25,2023-24,BE,dev_capital,04,Economic Affairs,59954.0
2024-25,ABS_2024-25,2023-24,RE,dev_capital,04,Economic Affairs,93000.0
2024-25,ABS_2024-25,2024-25,BE,dev_capital,04,Economic Affairs,41984.0
2024-25,ABS_2024-25,2023-24,BE,dev_capital,05,Environment Protection,0.0
2024-25,ABS_2024-25,2023-24,RE,dev_capital,05,Environment Protection,0.0
2024-25,ABS_2024-25,2024-25,BE,dev_capital,05,Environment Protection,0.0
2024-25,ABS_2024-25,2023-24,BE,dev_capital,06,Housing and Community Amenities,272.0
2024-25,ABS_2024-25,2023-24,RE,dev_capital,06,Housing and Community Amenities,272.0
2024-25,ABS_2024-25,2024-25,BE,dev_capital,06,Housing and Community Amenities,0.0
2024-25,ABS_2024-25,2023-24,BE,dev_capital,07,Health,0.0
2024-25,ABS_2024-25,2023-24,RE,dev_capital,07,Health,0.0
2024-25,ABS_2024-25,2024-25,BE,dev_capital,07,Health,0.0
2024-25,ABS_2024-25,2023-24,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2024-25,ABS_2024-25,2023-24,RE,dev_capital,08,"Recreation, Culture and Religion",0.0
2024-25,ABS_2024-25,2024-25,BE,dev_capital,08,"Recreation, Culture and Religion",250.0
2024-25,ABS_2024-25,2023-24,BE,dev_capital,09,Education Affairs and Services,0.0
2024-25,ABS_2024-25,2023-24,RE,dev_capital,09,Education Affairs and Services,0.0
2024-25,ABS_2024-25,2024-25,BE,dev_capital,09,Education Affairs and Services,0.0
2024-25,ABS_2024-25,2023-24,BE,dev_capital,10,Social Protection,0.0
2024-25,ABS_2024-25,2023-24,RE,dev_capital,10,Social Protection,794.0
2024-25,ABS_2024-25,2024-25,BE,dev_capital,10,Social Protection,794.0
2025-26,ABS_2025-26,2024-25,BE,current_revenue,01,General Public Services,13640239.0
2025-26,ABS_2025-26,2024-25,RE,current_revenue,01,General Public Services,12719051.0
2025-26,ABS_2025-26,2025-26,BE,current_revenue,01,General Public Services,12210851.0
2025-26,ABS_2025-26,2024-25,BE,current_revenue,02,Defence Affairs and Services,2128781.0
2025-26,ABS_2025-26,2024-25,RE,current_revenue,02,Defence Affairs and Services,2189913.0
2025-26,ABS_2025-26,2025-26,BE,current_revenue,02,Defence Affairs and Services,2557950.0
2025-26,ABS_2025-26,2024-25,BE,current_revenue,03,Public Order and Safety Affairs,283051.0
2025-26,ABS_2025-26,2024-25,RE,current_revenue,03,Public Order and Safety Affairs,307683.0
2025-26,ABS_2025-26,2025-26,BE,current_revenue,03,Public Order and Safety Affairs,351679.0
2025-26,ABS_2025-26,2024-25,BE,current_revenue,04,Economic Affairs,357735.0
2025-26,ABS_2025-26,2024-25,RE,current_revenue,04,Economic Affairs,364866.0
2025-26,ABS_2025-26,2025-26,BE,current_revenue,04,Economic Affairs,242144.0
2025-26,ABS_2025-26,2024-25,BE,current_revenue,05,Environment Protection,7252.0
2025-26,ABS_2025-26,2024-25,RE,current_revenue,05,Environment Protection,7257.0
2025-26,ABS_2025-26,2025-26,BE,current_revenue,05,Environment Protection,3168.0
2025-26,ABS_2025-26,2024-25,BE,current_revenue,06,Housing and Community Amenities,27917.0
2025-26,ABS_2025-26,2024-25,RE,current_revenue,06,Housing and Community Amenities,8590.0
2025-26,ABS_2025-26,2025-26,BE,current_revenue,06,Housing and Community Amenities,19249.0
2025-26,ABS_2025-26,2024-25,BE,current_revenue,07,Health,28171.0
2025-26,ABS_2025-26,2024-25,RE,current_revenue,07,Health,52130.0
2025-26,ABS_2025-26,2025-26,BE,current_revenue,07,Health,31975.0
2025-26,ABS_2025-26,2024-25,BE,current_revenue,08,"Recreation, Culture and Religion",18466.0
2025-26,ABS_2025-26,2024-25,RE,current_revenue,08,"Recreation, Culture and Religion",21387.0
2025-26,ABS_2025-26,2025-26,BE,current_revenue,08,"Recreation, Culture and Religion",22158.0
2025-26,ABS_2025-26,2024-25,BE,current_revenue,09,Education Affairs and Services,103781.0
2025-26,ABS_2025-26,2024-25,RE,current_revenue,09,Education Affairs and Services,111080.0
2025-26,ABS_2025-26,2025-26,BE,current_revenue,09,Education Affairs and Services,112683.0
2025-26,ABS_2025-26,2024-25,BE,current_revenue,10,Social Protection,607997.0
2025-26,ABS_2025-26,2024-25,RE,current_revenue,10,Social Protection,608216.0
2025-26,ABS_2025-26,2025-26,BE,current_revenue,10,Social Protection,734187.0
2025-26,ABS_2025-26,2024-25,BE,current_capital,01,General Public Services,5168439.0
2025-26,ABS_2025-26,2024-25,RE,current_capital,01,General Public Services,3398099.0
2025-26,ABS_2025-26,2025-26,BE,current_capital,01,General Public Services,5787114.0
2025-26,ABS_2025-26,2024-25,BE,current_capital,02,Defence Affairs and Services,0.0
2025-26,ABS_2025-26,2024-25,RE,current_capital,02,Defence Affairs and Services,0.0
2025-26,ABS_2025-26,2025-26,BE,current_capital,02,Defence Affairs and Services,0.0
2025-26,ABS_2025-26,2024-25,BE,current_capital,03,Public Order and Safety Affairs,0.0
2025-26,ABS_2025-26,2024-25,RE,current_capital,03,Public Order and Safety Affairs,0.0
2025-26,ABS_2025-26,2025-26,BE,current_capital,03,Public Order and Safety Affairs,0.0
2025-26,ABS_2025-26,2024-25,BE,current_capital,04,Economic Affairs,0.0
2025-26,ABS_2025-26,2024-25,RE,current_capital,04,Economic Affairs,0.0
2025-26,ABS_2025-26,2025-26,BE,current_capital,04,Economic Affairs,0.0
2025-26,ABS_2025-26,2024-25,BE,current_capital,05,Environment Protection,0.0
2025-26,ABS_2025-26,2024-25,RE,current_capital,05,Environment Protection,0.0
2025-26,ABS_2025-26,2025-26,BE,current_capital,05,Environment Protection,0.0
2025-26,ABS_2025-26,2024-25,BE,current_capital,06,Housing and Community Amenities,0.0
2025-26,ABS_2025-26,2024-25,RE,current_capital,06,Housing and Community Amenities,0.0
2025-26,ABS_2025-26,2025-26,BE,current_capital,06,Housing and Community Amenities,0.0
2025-26,ABS_2025-26,2024-25,BE,current_capital,07,Health,0.0
2025-26,ABS_2025-26,2024-25,RE,current_capital,07,Health,0.0
2025-26,ABS_2025-26,2025-26,BE,current_capital,07,Health,0.0
2025-26,ABS_2025-26,2024-25,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2025-26,ABS_2025-26,2024-25,RE,current_capital,08,"Recreation, Culture and Religion",0.0
2025-26,ABS_2025-26,2025-26,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2025-26,ABS_2025-26,2024-25,BE,current_capital,09,Education Affairs and Services,0.0
2025-26,ABS_2025-26,2024-25,RE,current_capital,09,Education Affairs and Services,0.0
2025-26,ABS_2025-26,2025-26,BE,current_capital,09,Education Affairs and Services,0.0
2025-26,ABS_2025-26,2024-25,BE,current_capital,10,Social Protection,0.0
2025-26,ABS_2025-26,2024-25,RE,current_capital,10,Social Protection,0.0
2025-26,ABS_2025-26,2025-26,BE,current_capital,10,Social Protection,0.0
2025-26,ABS_2025-26,2024-25,BE,dev_revenue,01,General Public Services,496471.0
2025-26,ABS_2025-26,2024-25,RE,dev_revenue,01,General Public Services,446810.0
2025-26,ABS_2025-26,2025-26,BE,dev_revenue,01,General Public Services,391839.0
2025-26,ABS_2025-26,2024-25,BE,dev_revenue,02,Defence Affairs and Services,6573.0
2025-26,ABS_2025-26,2024-25,RE,dev_revenue,02,Defence Affairs and Services,4886.0
2025-26,ABS_2025-26,2025-26,BE,dev_revenue,02,Defence Affairs and Services,2720.0
2025-26,ABS_2025-26,2024-25,BE,dev_revenue,03,Public Order and Safety Affairs,3007.0
2025-26,ABS_2025-26,2024-25,RE,dev_revenue,03,Public Order and Safety Affairs,3099.0
2025-26,ABS_2025-26,2025-26,BE,dev_revenue,03,Public Order and Safety Affairs,2921.0
2025-26,ABS_2025-26,2024-25,BE,dev_revenue,04,Economic Affairs,305820.0
2025-26,ABS_2025-26,2024-25,RE,dev_revenue,04,Economic Affairs,209555.0
2025-26,ABS_2025-26,2025-26,BE,dev_revenue,04,Economic Affairs,105611.0
2025-26,ABS_2025-26,2024-25,BE,dev_revenue,05,Environment Protection,6257.0
2025-26,ABS_2025-26,2024-25,RE,dev_revenue,05,Environment Protection,3535.0
2025-26,ABS_2025-26,2025-26,BE,dev_revenue,05,Environment Protection,2784.0
2025-26,ABS_2025-26,2024-25,BE,dev_revenue,06,Housing and Community Amenities,7057.0
2025-26,ABS_2025-26,2024-25,RE,dev_revenue,06,Housing and Community Amenities,4889.0
2025-26,ABS_2025-26,2025-26,BE,dev_revenue,06,Housing and Community Amenities,7977.0
2025-26,ABS_2025-26,2024-25,BE,dev_revenue,07,Health,28185.0
2025-26,ABS_2025-26,2024-25,RE,dev_revenue,07,Health,22194.0
2025-26,ABS_2025-26,2025-26,BE,dev_revenue,07,Health,15102.0
2025-26,ABS_2025-26,2024-25,BE,dev_revenue,08,"Recreation, Culture and Religion",4725.0
2025-26,ABS_2025-26,2024-25,RE,dev_revenue,08,"Recreation, Culture and Religion",2914.0
2025-26,ABS_2025-26,2025-26,BE,dev_revenue,08,"Recreation, Culture and Religion",3697.0
2025-26,ABS_2025-26,2024-25,BE,dev_revenue,09,Education Affairs and Services,87869.0
2025-26,ABS_2025-26,2024-25,RE,dev_revenue,09,Education Affairs and Services,73760.0
2025-26,ABS_2025-26,2025-26,BE,dev_revenue,09,Education Affairs and Services,55824.0
2025-26,ABS_2025-26,2024-25,BE,dev_revenue,10,Social Protection,6594.0
2025-26,ABS_2025-26,2024-25,RE,dev_revenue,10,Social Protection,1743.0
2025-26,ABS_2025-26,2025-26,BE,dev_revenue,10,Social Protection,2300.0
2025-26,ABS_2025-26,2024-25,BE,dev_capital,01,General Public Services,1022209.0
2025-26,ABS_2025-26,2024-25,RE,dev_capital,01,General Public Services,923659.0
2025-26,ABS_2025-26,2025-26,BE,dev_capital,01,General Public Services,1163036.0
2025-26,ABS_2025-26,2024-25,BE,dev_capital,02,Defence Affairs and Services,0.0
2025-26,ABS_2025-26,2024-25,RE,dev_capital,02,Defence Affairs and Services,0.0
2025-26,ABS_2025-26,2025-26,BE,dev_capital,02,Defence Affairs and Services,0.0
2025-26,ABS_2025-26,2024-25,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2025-26,ABS_2025-26,2024-25,RE,dev_capital,03,Public Order and Safety Affairs,0.0
2025-26,ABS_2025-26,2025-26,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2025-26,ABS_2025-26,2024-25,BE,dev_capital,04,Economic Affairs,41984.0
2025-26,ABS_2025-26,2024-25,RE,dev_capital,04,Economic Affairs,17076.0
2025-26,ABS_2025-26,2025-26,BE,dev_capital,04,Economic Affairs,21144.0
2025-26,ABS_2025-26,2024-25,BE,dev_capital,05,Environment Protection,0.0
2025-26,ABS_2025-26,2024-25,RE,dev_capital,05,Environment Protection,0.0
2025-26,ABS_2025-26,2025-26,BE,dev_capital,05,Environment Protection,0.0
2025-26,ABS_2025-26,2024-25,BE,dev_capital,06,Housing and Community Amenities,0.0
2025-26,ABS_2025-26,2024-25,RE,dev_capital,06,Housing and Community Amenities,0.0
2025-26,ABS_2025-26,2025-26,BE,dev_capital,06,Housing and Community Amenities,0.0
2025-26,ABS_2025-26,2024-25,BE,dev_capital,07,Health,0.0
2025-26,ABS_2025-26,2024-25,RE,dev_capital,07,Health,0.0
2025-26,ABS_2025-26,2025-26,BE,dev_capital,07,Health,0.0
2025-26,ABS_2025-26,2024-25,BE,dev_capital,08,"Recreation, Culture and Religion",250.0
2025-26,ABS_2025-26,2024-25,RE,dev_capital,08,"Recreation, Culture and Religion",535.0
2025-26,ABS_2025-26,2025-26,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2025-26,ABS_2025-26,2024-25,BE,dev_capital,09,Education Affairs and Services,0.0
2025-26,ABS_2025-26,2024-25,RE,dev_capital,09,Education Affairs and Services,0.0
2025-26,ABS_2025-26,2025-26,BE,dev_capital,09,Education Affairs and Services,0.0
2025-26,ABS_2025-26,2024-25,BE,dev_capital,10,Social Protection,0.0
2025-26,ABS_2025-26,2024-25,RE,dev_capital,10,Social Protection,-806.0
2025-26,ABS_2025-26,2025-26,BE,dev_capital,10,Social Protection,806.0
