fiscal_year,expenditure_table,code,parent_code,estimate,subcodes_value,printed_detail_value,printed_row_count_for_code,difference_subcodes_minus_printed,status
2026-27,current_revenue,103,10,BE_current,0,0,0,0,not_printed_zero
2026-27,current_capital,103,10,BE_prior,0,0,0,0,not_printed_zero
2026-27,current_capital,103,10,RE_prior,0,0,0,0,not_printed_zero
2026-27,current_capital,103,10,BE_current,0,0,0,0,not_printed_zero
2026-27,dev_revenue,103,10,BE_prior,0,0,0,0,not_printed_zero
2026-27,dev_revenue,103,10,RE_prior,0,0,0,0,not_printed_zero
2026-27,dev_revenue,103,10,BE_current,0,0,0,0,not_printed_zero
2026-27,dev_capital,103,10,BE_prior,0,0,0,0,not_printed_zero
2026-27,dev_capital,103,10,RE_prior,0,0,0,0,not_printed_zero
2026-27,dev_capital,103,10,BE_current,0,0,0,0,not_printed_zero
2026-27,current_revenue,107,10,BE_prior,5890,5890,1,0,exact
2026-27,current_revenue,107,10,RE_prior,9555,9555,1,0,exact
2026-27,current_revenue,107,10,BE_current,4975,4975,1,0,exact
2026-27,current_capital,107,10,BE_prior,0,0,0,0,not_printed_zero
2026-27,current_capital,107,10,RE_prior,0,0,0,0,not_printed_zero
2026-27,current_capital,107,10,BE_current,0,0,0,0,not_printed_zero
2026-27,dev_revenue,107,10,BE_prior,2300,2300,1,0,exact
2026-27,dev_revenue,107,10,RE_prior,574,574,1,0,exact
2026-27,dev_revenue,107,10,BE_current,5317,5317,1,0,exact
2026-27,dev_capital,107,10,BE_prior,0,0,0,0,not_printed_zero
2026-27,dev_capital,107,10,RE_prior,0,0,0,0,not_printed_zero
2026-27,dev_capital,107,10,BE_current,0,0,0,0,not_printed_zero
2026-27,current_revenue,108,10,BE_prior,1303,1303,1,0,exact
2026-27,current_revenue,108,10,RE_prior,1643,1643,1,0,exact
2026-27,current_revenue,108,10,BE_current,2556,2556,1,0,exact
2026-27,current_capital,108,10,BE_prior,0,0,0,0,not_printed_zero
2026-27,current_capital,108,10,RE_prior,0,0,0,0,not_printed_zero
2026-27,current_capital,108,10,BE_current,0,0,0,0,not_printed_zero
2026-27,dev_revenue,108,10,BE_prior,0,0,0,0,not_printed_zero
2026-27,dev_revenue,108,10,RE_prior,0,0,0,0,not_printed_zero
2026-27,dev_revenue,108,10,BE_current,0,0,0,0,not_printed_zero
2026-27,dev_capital,108,10,BE_prior,0,0,0,0,not_printed_zero
2026-27,dev_capital,108,10,RE_prior,0,0,0,0,not_printed_zero
2026-27,dev_capital,108,10,BE_current,0,0,0,0,not_printed_zero
2026-27,current_revenue,109,10,BE_prior,726994,726994,1,0,exact
2026-27,current_revenue,109,10,RE_prior,717532,717532,1,0,exact
2026-27,current_revenue,109,10,BE_current,849477,849477,1,0,exact
2026-27,current_capital,109,10,BE_prior,0,0,0,0,not_printed_zero
2026-27,current_capital,109,10,RE_prior,0,0,0,0,not_printed_zero
2026-27,current_capital,109,10,BE_current,0,0,0,0,not_printed_zero
2026-27,dev_revenue,109,10,BE_prior,0,0,0,0,not_printed_zero
2026-27,dev_revenue,109,10,RE_prior,0,0,0,0,not_printed_zero
2026-27,dev_revenue,109,10,BE_current,0,0,0,0,not_printed_zero
2026-27,dev_capital,109,10,BE_prior,0,0,0,0,not_printed_zero
2026-27,dev_capital,109,10,RE_prior,0,0,0,0,not_printed_zero
2026-27,dev_capital,109,10,BE_current,0,0,0,0,not_printed_zero
